법정동,지번,단지명,건축년도,거래연도,거래월,거래일,지역코드,층,전용면적,거래금액,구별
봉천동,1560-61,서울대입구아이원(1560-61),2006,2023,7,24,11620,8,84.89,"97,000",관악구
봉천동,1723,반석푸른숲,2006,2023,7,29,11620,2,58.67,"62,000",관악구
봉천동,1712,관악드림(삼성),2003,2023,7,31,11620,25,59.83,"71,500",관악구
신림동,746-43,건영1,1984,2023,7,29,11620,5,74.22,"66,000",관악구
신림동,1730,신림푸르지오,2005,2023,7,21,11620,9,138.64,"106,500",관악구
봉천동,1730,e편한세상서울대입구1단지,2019,2023,7,21,11620,1,84.95,"104,000",관악구
봉천동,1568-1,서울대입구한양아이클래스,2018,2023,8,30,11620,12,16.58,"17,950",관악구
신림동,1695,동부,1993,2023,8,24,11620,4,50.57,"54,500",관악구
신림동,1714,삼성산주공(주공3단지),2000,2023,8,25,11620,8,58.55,"49,000",관악구
봉천동,1629-2,동아타운,1999,2023,8,31,11620,7,28.8,"28,500",관악구
봉천동,1730-1,e편한세상서울대입구2단지,2019,2023,8,29,11620,10,84.98,"113,000",관악구
신림동,1730,신림푸르지오,2005,2023,8,27,11620,4,84.79,"89,000",관악구
신림동,1700,라이프,1996,2023,8,24,11620,16,59.04,"54,000",관악구
봉천동,1629-2,동아타운,1999,2023,8,31,11620,7,28.8,"28,500",관악구
봉천동,1615-17,반석블레스빌,2001,2023,8,24,11620,6,66.01,"53,500",관악구
신림동,1730,신림푸르지오,2005,2023,8,26,11620,12,84.79,"94,000",관악구
봉천동,1021,일두(1021),1985,2023,9,18,11620,4,57.66,"49,500",관악구
신림동,86-3,청암두산위브센티움,2005,2023,9,13,11620,10,84.0,"62,600",관악구
봉천동,1000,현대(관악),1992,2023,9,25,11620,9,68.8,"78,000",관악구
신림동,1714,삼성산주공(주공3단지),2000,2023,9,27,11620,1,113.31,"60,000",관악구
봉천동,1629-2,동아타운,1999,2023,9,23,11620,5,32.76,"34,000",관악구
신림동,1695,동부,1993,2023,9,20,11620,16,50.57,"60,800",관악구
봉천동,1712,관악드림(동아),2003,2023,9,21,11620,23,59.83,"73,700",관악구
신림동,1743,앰팰리스아파트,2020,2023,9,20,11620,2,72.687,"60,599",관악구
봉천동,1730,e편한세상서울대입구1단지,2019,2023,9,23,11620,16,84.93,"120,000",관악구
봉천동,1021,일두(1021),1985,2023,9,18,11620,4,57.66,"49,500",관악구
봉천동,1703,봉천동아,2000,2023,10,31,11620,24,84.87,"81,400",관악구
신림동,1743,앰팰리스아파트,2020,2023,10,23,11620,2,72.687,"62,000",관악구
봉천동,1000,현대(관악),1992,2023,10,26,11620,9,105.84,"90,500",관악구
신림동,1714,삼성산주공(주공3단지),2000,2023,10,27,11620,9,113.31,"73,000",관악구
신림동,1730,신림푸르지오,2005,2023,10,28,11620,18,84.79,"96,300",관악구
신림동,534-1,아데나,2010,2023,10,26,11620,6,18.0,"12,400",관악구
봉천동,41-259,에메랄드102동,2007,2023,10,18,11620,4,83.01,"63,750",관악구
봉천동,859-17,관악위버폴리스,2010,2023,10,28,11620,16,104.913,"92,500",관악구
봉천동,1703,봉천동아,2000,2023,10,28,11620,14,84.87,"82,700",관악구
봉천동,1708,두산,2000,2023,10,16,11620,4,114.99,"108,000",관악구
신림동,1746,힐스테이트뉴포레,2022,2023,11,18,11620,21,84.9433,"125,000",관악구
신림동,1735,관악산휴먼시아2단지,2008,2023,11,26,11620,7,84.97,"70,000",관악구
봉천동,1598-49,뉴그린아파트,2011,2023,11,27,11620,5,83.75,"60,000",관악구
봉천동,148-129,관악미래가,2004,2023,11,23,11620,3,129.87,"76,000",관악구
신림동,1730,신림푸르지오,2005,2023,11,25,11620,19,138.64,"125,000",관악구
봉천동,1728,관악파크푸르지오,2014,2023,11,24,11620,12,84.98,"93,000",관악구
봉천동,1723,반석푸른숲,2006,2023,11,18,11620,8,84.12,"85,000",관악구
신림동,10-10,신안,1978,2023,11,30,11620,2,55.21,"43,000",관악구
봉천동,1728,관악파크푸르지오,2014,2023,11,24,11620,7,59.98,"81,000",관악구
신림동,746-43,건영1,1984,2023,11,19,11620,6,60.27,"53,500",관악구
신림동,1695,동부,1993,2023,12,18,11620,14,60.38,"61,000",관악구
봉천동,685-103,(685-103),2005,2023,12,31,11620,3,61.67,"31,900",관악구
봉천동,1712,관악드림(동아),2003,2023,12,30,11620,12,102.0,"87,000",관악구
신림동,1694,신림현대,1993,2023,12,28,11620,11,105.36,"75,000",관악구
신림동,1714,삼성산주공(주공3단지),2000,2023,12,23,11620,12,83.21,"60,000",관악구
신림동,1730,신림푸르지오,2005,2023,12,26,11620,17,84.79,"90,700",관악구
봉천동,1703,봉천동아,2000,2023,12,16,11620,9,84.87,"81,600",관악구
신림동,255-189,현대,1991,2023,12,18,11620,10,84.44,"50,000",관악구
신림동,1703-1,LIG대학마을(건영아파트3차),1996,2023,12,16,11620,14,84.82,"78,000",관악구
신림동,1703-1,LIG대학마을(건영아파트3차),1996,2023,12,15,11620,10,58.9,"50,000",관악구
봉천동,1000,현대(관악),1992,2024,1,27,11620,8,68.8,"70,500",관악구
신림동,1703-1,LIG대학마을(건영아파트3차),1996,2024,1,30,11620,9,84.82,"76,500",관악구
봉천동,1718,벽산블루밍,2005,2024,1,26,11620,2,84.99,"76,000",관악구
봉천동,893-1,프라비다M,2014,2024,1,22,11620,10,15.66,"14,000",관악구
봉천동,1708,두산,2000,2024,1,29,11620,17,59.92,"81,000",관악구
남현동,1135,우림루미아트,2004,2024,1,18,11620,8,114.6,"95,500",관악구
봉천동,1654-14,미래,2005,2024,1,22,11620,4,66.595,"49,500",관악구
봉천동,1712,관악드림(삼성),2003,2024,1,27,11620,25,59.85,"70,000",관악구
신림동,1695,동부,1993,2024,1,27,11620,15,60.38,"64,750",관악구
봉천동,1718,벽산블루밍,2005,2024,1,28,11620,19,59.99,"64,200",관악구
봉천동,1733,e편한세상서울대입구2차,2020,2024,2,29,11620,8,84.31,"113,200",관악구
신림동,1700,라이프,1996,2024,2,29,11620,6,59.04,"44,000",관악구
신림동,1735,관악산휴먼시아2단지,2008,2024,2,24,11620,8,84.97,"67,000",관악구
봉천동,1531-39,무학,1998,2024,2,19,11620,7,75.23,"59,000",관악구
봉천동,1718,벽산블루밍,2005,2024,2,22,11620,18,114.97,"103,000",관악구
신림동,1698,태흥,1995,2024,2,17,11620,3,59.86,"39,000",관악구
신림동,1693,국제산장,1993,2024,2,23,11620,1,84.15,"46,000",관악구
봉천동,1717,관악푸르지오,2004,2024,2,21,11620,5,59.58,"71,750",관악구
봉천동,729-22,보라매롯데캐슬,1997,2024,2,14,11620,27,170.11,"113,000",관악구
신림동,1722,신림동신도브래뉴,2003,2024,2,12,11620,7,84.95,"79,000",관악구
봉천동,1000,현대(관악),1992,2024,3,30,11620,4,84.74,"79,000",관악구
신림동,1735,관악산휴먼시아2단지,2008,2024,3,30,11620,8,84.96,"67,000",관악구
봉천동,1724,관악월드메르디앙,2005,2024,3,29,11620,8,84.56,"69,000",관악구
봉천동,1708,두산,2000,2024,3,30,11620,12,59.92,"87,800",관악구
봉천동,1730,e편한세상서울대입구1단지,2019,2024,3,30,11620,9,59.9,"103,000",관악구
봉천동,1730,e편한세상서울대입구1단지,2019,2024,3,28,11620,12,84.93,"109,000",관악구
봉천동,1593-14,로얄클래스,2003,2024,3,25,11620,5,110.33,"72,700",관악구
신림동,1693,국제산장,1993,2024,3,20,11620,15,84.15,"53,000",관악구
봉천동,1717,관악푸르지오,2004,2024,3,30,11620,13,59.58,"77,000",관악구
봉천동,1721,브라운스톤관악,2005,2024,3,30,11620,2,84.41,"76,000",관악구
봉천동,1708,두산,2000,2024,4,9,11620,5,114.99,"105,000",관악구
신림동,1727,그대家,2003,2024,4,29,11620,3,84.77,"61,500",관악구
신림동,1705,금호(1차),1997,2024,4,30,11620,7,84.96,"58,000",관악구
봉천동,1733,e편한세상서울대입구2차,2020,2024,4,27,11620,9,59.85,"95,000",관악구
봉천동,1703,봉천동아,2000,2024,4,17,11620,2,59.76,"62,800",관악구
봉천동,1629-2,동아타운,1999,2024,4,26,11620,16,84.42,"92,500",관악구
봉천동,1712,관악드림(삼성),2003,2024,4,29,11620,2,84.96,"84,500",관악구
봉천동,1730,e편한세상서울대입구1단지,2019,2024,4,24,11620,16,84.93,"114,500",관악구
신림동,1693,국제산장,1993,2024,4,20,11620,11,84.15,"49,000",관악구
봉천동,1712,관악드림(동아),2003,2024,4,26,11620,22,59.85,"70,000",관악구
봉천동,1730-1,e편한세상서울대입구2단지,2019,2024,5,30,11620,18,84.93,"116,000",관악구
봉천동,1653-1,닷컴힐즈,2023,2024,5,30,11620,10,57.77,"72,000",관악구
신림동,1730,신림푸르지오,2005,2024,5,29,11620,22,84.79,"95,000",관악구
남현동,1138,예성그랑펠리체,2007,2024,5,28,11620,4,83.45,"94,000",관악구
봉천동,1718,벽산블루밍,2005,2024,5,27,11620,6,84.99,"80,000",관악구
신림동,1702-1,건영4,1997,2024,5,31,11620,1,84.89,"63,000",관악구
봉천동,1730-1,e편한세상서울대입구2단지,2019,2024,5,29,11620,7,84.98,"109,800",관악구
봉천동,1712,관악드림(삼성),2003,2024,5,24,11620,23,84.96,"92,500",관악구
신림동,1730,신림푸르지오,2005,2024,5,20,11620,11,84.79,"82,800",관악구
봉천동,1718,벽산블루밍,2005,2024,5,23,11620,8,84.99,"79,400",관악구
봉천동,1608-27,뉴파크플러스(1608-27),2005,2024,6,14,11620,4,73.93,"48,000",관악구
봉천동,870-13,신원메트로빌,2006,2024,6,28,11620,14,84.6,"64,700",관악구
봉천동,1698-1,보라매삼성,1996,2024,6,11,11620,2,84.84,"77,500",관악구
신림동,1703-1,LIG대학마을(건영아파트3차),1996,2024,6,28,11620,15,84.82,"73,000",관악구
봉천동,1712,관악드림(동아),2003,2024,6,26,11620,16,60.0,"79,000",관악구
봉천동,296,낙성대현대(296),1998,2024,6,21,11620,11,84.97,"86,000",관악구
봉천동,1560-62,서울대입구아이원(1560-62),2006,2024,6,20,11620,9,59.96,"83,800",관악구
봉천동,1712,관악드림(삼성),2003,2024,6,29,11620,6,59.85,"73,000",관악구
봉천동,1712,관악드림(삼성),2003,2024,6,29,11620,14,84.96,"90,400",관악구
봉천동,1560-61,서울대입구아이원(1560-61),2006,2024,6,28,11620,15,59.96,"80,000",관악구
봉천동,296,낙성대현대(296),1998,2024,7,3,11620,7,114.98,"120,000",관악구
봉천동,1730,e편한세상서울대입구1단지,2019,2024,7,31,11620,3,84.92,"120,000",관악구
신림동,1694,신림현대,1993,2024,7,6,11620,10,82.2,"73,500",관악구
신림동,1703-1,LIG대학마을(건영아파트3차),1996,2024,7,31,11620,14,84.82,"70,000",관악구
신림동,86-3,청암두산위브센티움,2005,2024,7,30,11620,16,84.505,"75,000",관악구
신림동,1703-1,LIG대학마을(건영아파트3차),1996,2024,7,30,11620,7,58.9,"52,000",관악구
신림동,1693,국제산장,1993,2024,7,31,11620,5,84.15,"52,400",관악구
봉천동,867-12,프라비다2,2013,2024,7,24,11620,6,19.61,"17,500",관악구
신림동,1728,제창그로힐,2004,2024,7,24,11620,6,84.23,"73,000",관악구
봉천동,1717,관악푸르지오,2004,2024,7,24,11620,18,59.58,"84,000",관악구
봉천동,1716,벽산타운II,2003,2024,8,29,11620,10,57.36,"60,000",관악구
봉천동,893-12,마에스트로캠퍼스타운,2012,2024,8,20,11620,14,13.15,"12,900",관악구
봉천동,875-1,관악캠퍼스타워,1998,2024,8,31,11620,15,24.96,"16,000",관악구
신림동,746-43,건영1,1984,2024,8,29,11620,5,41.04,"38,000",관악구
봉천동,1712,관악드림(동아),2003,2024,8,29,11620,11,114.75,"105,500",관악구
봉천동,1000,현대(관악),1992,2024,8,31,11620,14,84.74,"87,000",관악구
봉천동,1730,e편한세상서울대입구1단지,2019,2024,8,31,11620,15,84.97,"123,500",관악구
봉천동,1708,두산,2000,2024,8,22,11620,2,59.92,"85,000",관악구
봉천동,1730-1,e편한세상서울대입구2단지,2019,2024,8,29,11620,9,114.88,"149,000",관악구
봉천동,1522-33,금강아미움(104동),2010,2024,8,31,11620,7,71.3453,"84,700",관악구
신림동,1694,신림현대,1993,2024,9,26,11620,5,34.86,"45,500",관악구
봉천동,1706,봉천우성,2000,2024,9,20,11620,13,84.96,"60,000",관악구
봉천동,1717,관악푸르지오,2004,2024,9,27,11620,10,59.58,"80,000",관악구
신림동,1721,우정하이비전,2004,2024,9,29,11620,18,84.58,"68,000",관악구
남현동,602-17,다청림라인씨티,2016,2024,9,21,11620,4,38.53,"53,750",관악구
봉천동,1706,봉천우성,2000,2024,9,20,11620,13,84.96,"60,000",관악구
신림동,1693,국제산장,1993,2024,9,19,11620,13,84.15,"53,500",관악구
봉천동,1717,관악푸르지오,2004,2024,9,24,11620,6,59.58,"81,000",관악구
봉천동,1707-1,은천2단지아파트,2000,2024,9,26,11620,8,49.95,"59,000",관악구
봉천동,1717,관악푸르지오,2004,2024,9,21,11620,12,59.58,"81,300",관악구
봉천동,1568-1,서울대입구한양아이클래스,2018,2024,10,17,11620,17,16.58,"17,300",관악구
봉천동,856-1,대우디오슈페리움2단지,2007,2024,10,29,11620,14,84.93,"89,500",관악구
봉천동,1712,관악드림(동아),2003,2024,10,26,11620,10,60.0,"78,000",관악구
봉천동,1698-1,보라매삼성,1996,2024,10,31,11620,4,84.84,"85,000",관악구
신림동,1714,삼성산주공(주공3단지),2000,2024,10,22,11620,21,83.21,"61,000",관악구
신림동,1693,국제산장,1993,2024,10,28,11620,6,84.15,"52,880",관악구
봉천동,1728,관악파크푸르지오,2014,2024,10,26,11620,10,84.99,"90,500",관악구
신림동,746-43,건영1,1984,2024,10,14,11620,11,41.04,"33,200",관악구
봉천동,296,낙성대현대(296),1998,2024,10,22,11620,5,114.98,"104,000",관악구
봉천동,1712,관악드림(동아),2003,2024,10,29,11620,6,60.0,"78,000",관악구
봉천동,1703,봉천동아,2000,2024,11,26,11620,12,114.69,"90,000",관악구
봉천동,1712,관악드림(삼성),2003,2024,11,2,11620,18,59.85,"76,300",관악구
신림동,1425-4,코스모그린,2012,2024,11,27,11620,7,12.21,"9,300",관악구
봉천동,1719,관악동부센트레빌,2004,2024,11,23,11620,18,59.75,"82,500",관악구
신림동,1474-6,삼성,2012,2024,11,23,11620,7,68.59,"50,800",관악구
봉천동,1712,관악드림(삼성),2003,2024,11,21,11620,16,59.83,"58,000",관악구
봉천동,1712,관악드림(삼성),2003,2024,11,17,11620,22,84.96,"96,000",관악구
신림동,1656,라이프미성,1982,2024,11,20,11620,10,77.29,"65,800",관악구
신림동,1686,신림동쌍용아파트,1998,2024,11,19,11620,8,59.26,"46,500",관악구
봉천동,1703,봉천동아,2000,2024,11,14,11620,24,114.69,"97,000",관악구
신림동,1735,관악산휴먼시아2단지,2008,2024,12,7,11620,4,114.7,"76,700",관악구
남현동,602-17,다청림라인씨티,2016,2024,12,20,11620,9,30.67,"38,800",관악구
남현동,602-17,다청림라인씨티,2016,2024,12,20,11620,9,30.67,"38,800",관악구
신림동,1694,신림현대,1993,2024,12,21,11620,5,105.36,"75,000",관악구
신림동,1686,신림동쌍용아파트,1998,2024,12,3,11620,13,84.88,"60,000",관악구
신림동,1694,신림현대,1993,2024,12,23,11620,9,34.86,"38,000",관악구
신림동,667-16,월드,2001,2024,12,27,11620,6,84.8,"35,000",관악구
봉천동,1719,관악동부센트레빌,2004,2024,12,22,11620,5,59.75,"82,000",관악구
봉천동,1708,두산,2000,2024,12,28,11620,3,114.99,"114,500",관악구
봉천동,1712,관악드림(동아),2003,2024,12,30,11620,17,60.0,"83,700",관악구
서초동,1684,서초4현대,2000,2014,1,17,11650,13,84.96,"78,500",서초구
반포동,1-8,반포경남아파트,1978,2014,1,15,11650,2,131.93,"114,500",서초구
서초동,1330,서초동삼성쉐르빌2,2002,2014,1,10,11650,16,70.49,"48,600",서초구
반포동,757,반포주공1단지,1973,2014,1,28,11650,1,107.47,"182,000",서초구
반포동,18-1,래미안퍼스티지,2009,2014,1,18,11650,19,59.96,"98,500",서초구
반포동,18-1,래미안퍼스티지,2009,2014,1,25,11650,23,222.76,"280,000",서초구
방배동,906-13,서리풀e편한세상,2010,2014,1,16,11650,10,84.97,"104,000",서초구
방배동,906-13,서리풀e편한세상,2010,2014,1,28,11650,7,84.97,"100,000",서초구
반포동,20-43,반포자이,2009,2014,1,24,11650,15,165.052,"189,500",서초구
서초동,1687,유원서초,1993,2014,1,30,11650,13,84.82,"67,500",서초구
방배동,424-28,롯데캐슬아르떼,2013,2014,2,5,11650,10,147.7221,"145,000",서초구
서초동,1687,유원서초,1993,2014,2,24,11650,16,84.82,"71,500",서초구
방배동,1038,대우(효령),1992,2014,2,12,11650,2,84.93,"57,000",서초구
서초동,1685,삼풍아파트,1988,2014,2,19,11650,2,79.47,"80,000",서초구
반포동,20-43,반포자이,2009,2014,2,19,11650,26,165.052,"196,600",서초구
방배동,988-1,신동아,1981,2014,2,26,11650,6,139.74,"102,000",서초구
잠원동,73,신반포2,1978,2014,2,22,11650,5,107.31,"112,500",서초구
서초동,1685-3,아크로비스타,2004,2014,2,25,11650,9,152.33,"103,100",서초구
방배동,906-13,서리풀e편한세상,2010,2014,2,27,11650,1,121.48,"127,800",서초구
잠원동,48-5,성진준빌라트,2003,2014,2,27,11650,3,62.23,"32,000",서초구
양재동,402-6,더-클라스,2004,2014,3,19,11650,4,125.15,"51,000",서초구
서초동,1682,서초래미안,2003,2014,3,11,11650,2,84.95,"78,000",서초구
서초동,1677-1,브라운스톤서초(1677-1),2006,2014,3,30,11650,14,84.23,"59,900",서초구
반포동,18-1,래미안퍼스티지,2009,2014,3,12,11650,17,198.22,"224,500",서초구
서초동,1686-9,서초교대e편한세상,2010,2014,3,21,11650,4,84.97,"103,500",서초구
잠원동,66,한양,1979,2014,3,18,11650,7,106.05,"100,000",서초구
방배동,459-1,현대아르빌,2004,2014,3,21,11650,3,84.97,"56,600",서초구
서초동,1630-4,끄레메빌,1999,2014,3,28,11650,10,244.19,"110,000",서초구
서초동,1315,진흥아파트,1979,2014,3,29,11650,13,101.32,"87,000",서초구
양재동,154-2,우성,1991,2014,3,27,11650,7,73.15,"52,700",서초구
반포동,60-5,반포미도2차아파트,1989,2014,4,16,11650,10,71.49,"62,500",서초구
서초동,1335,무지개,1978,2014,4,17,11650,3,139.78,"100,000",서초구
방배동,849-30,방배롯데캐슬로제,2009,2014,4,27,11650,7,172.27,"168,000",서초구
서초동,1346,현대아파트,1989,2014,4,16,11650,4,84.34,"54,500",서초구
반포동,20-43,반포자이,2009,2014,4,19,11650,8,244.543,"280,000",서초구
방배동,2001,방배2차현대홈타운,2001,2014,4,19,11650,13,147.26,"95,000",서초구
서초동,1685,삼풍아파트,1988,2014,4,29,11650,6,79.47,"82,000",서초구
방배동,988-1,신동아,1981,2014,4,22,11650,4,102.65,"75,500",서초구
서초동,1641-13,아남,1989,2014,4,30,11650,5,84.96,"59,500",서초구
반포동,20-43,반포자이,2009,2014,4,26,11650,10,84.943,"139,800",서초구
서초동,1687,유원서초,1993,2014,5,29,11650,8,84.87,"71,500",서초구
방배동,866-20,방배대우디오빌,2005,2014,5,27,11650,3,29.6,"22,500",서초구
반포동,18-1,래미안퍼스티지,2009,2014,5,25,11650,15,135.92,"215,000",서초구
잠원동,71-17,중앙하이츠,1998,2014,5,16,11650,9,59.93,"55,900",서초구
서초동,1315,진흥아파트,1979,2014,5,10,11650,2,101.32,"83,550",서초구
방배동,1-29,상지리츠빌1,2002,2014,5,9,11650,1,195.34,"123,000",서초구
반포동,551-42,효성빌라26동,2005,2014,5,31,11650,2,188.61,"105,000",서초구
반포동,20-43,반포자이,2009,2014,5,29,11650,15,244.543,"279,000",서초구
서초동,1648-2,서초현대,1999,2014,5,26,11650,12,53.01,"43,200",서초구
방배동,988-1,신동아,1981,2014,5,28,11650,4,175.04,"121,500",서초구
반포동,18-1,래미안퍼스티지,2009,2014,6,25,11650,14,169.31,"259,000",서초구
잠원동,64-8,신반포5,1980,2014,6,23,11650,11,106.75,"95,000",서초구
양재동,154-2,우성,1991,2014,6,30,11650,15,73.15,"49,500",서초구
우면동,753,서초호반써밋,2013,2014,6,23,11650,6,101.0482,"73,356",서초구
방배동,843-1,파인빌리지,2001,2014,6,3,11650,5,243.59,"139,000",서초구
방배동,752-36,방배아크로리버,2004,2014,6,29,11650,23,149.225,"103,500",서초구
잠원동,60-3,신반포8,1981,2014,6,16,11650,7,52.74,"57,500",서초구
반포동,30-26,반포리체,2010,2014,6,30,11650,16,84.967,"110,000",서초구
우면동,717,서초네이처힐3단지,2013,2014,6,23,11650,6,84.61,"74,800",서초구
방배동,2626,삼성래미안1,2003,2014,6,26,11650,3,114.94,"78,000",서초구
서초동,1506-88,현대홈타운,2005,2014,7,12,11650,11,134.19,"102,000",서초구
서초동,1682,서초래미안,2003,2014,7,30,11650,8,111.32,"103,000",서초구
방배동,593-24,방배2차상지리츠빌,2002,2014,7,19,11650,3,163.48,"70,300",서초구
방배동,2233,방배3차현대홈타운,2004,2014,7,29,11650,13,120.915,"105,000",서초구
반포동,54-5,반포두산힐스빌,2001,2014,7,3,11650,2,58.7,"44,000",서초구
반포동,16-6,반포힐스테이트,2012,2014,7,24,11650,6,59.7,"90,000",서초구
잠원동,53,현대,1993,2014,7,10,11650,2,84.87,"70,000",서초구
잠원동,66,한양,1979,2014,7,31,11650,12,106.08,"110,000",서초구
양재동,154-2,우성,1991,2014,7,25,11650,13,84.58,"57,000",서초구
서초동,1338-1,풍림아이원플러스,2004,2014,7,31,11650,8,35.903,"25,900",서초구
반포동,70-1,한신서래,1987,2014,8,29,11650,7,137.47,"95,500",서초구
반포동,18-1,래미안퍼스티지,2009,2014,8,14,11650,6,198.04,"240,000",서초구
잠원동,67-2,브라운스톤잠원,2003,2014,8,26,11650,15,84.94,"85,000",서초구
반포동,46,엠브이아파트,1994,2014,8,14,11650,14,83.4,"59,000",서초구
반포동,18-1,래미안퍼스티지,2009,2014,8,28,11650,18,59.96,"104,500",서초구
서초동,1687,유원서초,1993,2014,8,13,11650,1,84.87,"70,000",서초구
잠원동,76-2,두산위브,2003,2014,8,19,11650,10,84.67,"68,200",서초구
방배동,883-9,황실자이,2005,2014,8,30,11650,15,186.983,"161,000",서초구
서초동,1549-3,월드메르디앙,2002,2014,8,26,11650,4,156.98,"80,000",서초구
반포동,60-4,반포미도,1987,2014,8,26,11650,14,84.96,"81,500",서초구
반포동,18-1,래미안퍼스티지,2009,2014,9,6,11650,8,169.31,"223,000",서초구
서초동,1312-3,롯데캐슬클래식,2006,2014,9,13,11650,10,74.3,"84,000",서초구
잠원동,64-8,신반포5,1980,2014,9,2,11650,6,101.91,"93,000",서초구
서초동,1685,삼풍아파트,1988,2014,9,3,11650,6,79.47,"90,000",서초구
서초동,1509-1,서초한빛삼성,1999,2014,9,22,11650,16,99.09,"83,200",서초구
서초동,1445-13,서초쌍용플래티넘,2006,2014,9,20,11650,12,68.21,"43,500",서초구
방배동,1028-1,경남,1980,2014,9,2,11650,5,155.85,"100,000",서초구
방배동,988-1,신동아,1981,2014,9,27,11650,1,139.74,"100,000",서초구
반포동,30-15,반포현대,1987,2014,9,30,11650,10,84.69,"59,500",서초구
서초동,1684,서초4현대,2000,2014,9,30,11650,2,64.26,"52,000",서초구
방배동,2626,삼성래미안1,2003,2014,10,3,11650,2,59.9,"53,500",서초구
잠원동,71-11,한신타워,1996,2014,10,6,11650,7,59.81,"57,800",서초구
잠원동,71-17,중앙하이츠,1998,2014,10,22,11650,5,75.44,"75,300",서초구
방배동,776-3,쌍용예가클래식,2006,2014,10,17,11650,1,89.844,"70,350",서초구
잠원동,60-3,신반포8,1981,2014,10,14,11650,1,53.06,"59,500",서초구
서초동,1333,신동아아파트(1차),1978,2014,10,31,11650,4,101.6,"80,000",서초구
서초동,1642-14,서초롯데캐슬84,2001,2014,10,27,11650,10,208.63,"153,000",서초구
잠원동,60-3,신반포8,1981,2014,10,27,11650,1,53.06,"58,800",서초구
잠원동,42-13,대우아이빌,2001,2014,10,8,11650,1,34.72,"27,250",서초구
방배동,888-53,방배자이,2003,2014,10,31,11650,10,164.96,"140,000",서초구
서초동,1681-8,서초롯데캐슬프레지던트,2014,2014,11,14,11650,25,84.97,"100,000",서초구
서초동,1685-3,아크로비스타,2004,2014,11,20,11650,31,205.07,"200,000",서초구
방배동,758-4,삼호2,1976,2014,11,10,11650,5,131.41,"74,600",서초구
반포동,20-43,반포자이,2009,2014,11,17,11650,18,194.692,"208,000",서초구
서초동,1513-2,N-Suite(1513-2),2004,2014,11,29,11650,5,112.35,"66,500",서초구
방배동,899-16,브라운스톤방배,2005,2014,11,28,11650,7,84.96,"77,700",서초구
반포동,18-1,래미안퍼스티지,2009,2014,11,24,11650,24,135.92,"207,000",서초구
서초동,1682,서초래미안,2003,2014,11,21,11650,11,127.66,"108,000",서초구
서초동,1312-3,롯데캐슬클래식,2006,2014,11,29,11650,26,133.45,"118,000",서초구
방배동,424-28,롯데캐슬아르떼,2013,2014,11,29,11650,4,147.7221,"140,000",서초구
서초동,1681-8,서초롯데캐슬프레지던트,2014,2014,12,3,11650,23,84.97,"110,000",서초구
우면동,737,서초네이처힐6단지,2013,2014,12,28,11650,15,59.99,"65,500",서초구
서초동,1301-6,래미안서초스위트,2009,2014,12,26,11650,12,95.7555,"106,000",서초구
서초동,1359-50,롯데캐슬쥬피터,2003,2014,12,17,11650,1,164.05,"94,900",서초구
방배동,1008-2,래미안방배아트힐(1008-2),2004,2014,12,15,11650,13,127.61,"97,500",서초구
서초동,1542-6,현대ESA2,2003,2014,12,24,11650,19,136.25,"88,500",서초구
잠원동,60-3,신반포8,1981,2014,12,25,11650,11,52.74,"61,000",서초구
반포동,18-1,래미안퍼스티지,2009,2014,12,31,11650,2,198.04,"240,000",서초구
반포동,10,반포푸르지오,2000,2014,12,30,11650,12,50.02,"52,000",서초구
반포동,20-43,반포자이,2009,2014,12,3,11650,20,59.98,"92,400",서초구
양재동,154-2,우성,1991,2015,1,28,11650,13,73.15,"58,000",서초구
반포동,20-43,반포자이,2009,2015,1,29,11650,25,165.052,"219,500",서초구
잠원동,34-1,잠원아이비,2005,2015,1,28,11650,4,84.998,"48,700",서초구
서초동,1684,서초4현대,2000,2015,1,17,11650,13,84.96,"78,500",서초구
우면동,59,동고,1995,2015,1,17,11650,14,77.14,"55,500",서초구
서초동,1446-11,현대슈퍼빌,2003,2015,1,14,11650,4,147.86,"110,000",서초구
서초동,1687,유원서초,1993,2015,1,31,11650,11,84.82,"77,000",서초구
우면동,70,코오롱,1994,2015,1,11,11650,3,52.47,"46,500",서초구
잠원동,56-2,신반포27,1985,2015,1,29,11650,3,53.46,"50,500",서초구
반포동,64-5,현대동궁아파트,1991,2015,1,31,11650,1,70.38,"55,000",서초구
서초동,1685,삼풍아파트,1988,2015,2,10,11650,15,165.92,"162,000",서초구
반포동,30-15,반포현대,1987,2015,2,28,11650,4,84.69,"74,500",서초구
우면동,753,서초호반써밋,2013,2015,2,28,11650,2,118.1321,"89,000",서초구
우면동,67,한라,1994,2015,2,17,11650,1,59.98,"48,000",서초구
잠원동,55-12,신반포16,1983,2015,2,28,11650,11,83.12,"76,300",서초구
방배동,1344,방배1차현대홈타운,1999,2015,2,25,11650,16,59.94,"59,500",서초구
방배동,754-1,롯데캐슬헤론,2006,2015,2,15,11650,7,124.27,"90,000",서초구
방배동,988-1,신동아,1981,2015,2,27,11650,7,102.65,"85,000",서초구
잠원동,56-3,한신,1992,2015,2,28,11650,11,84.52,"90,000",서초구
방배동,899-16,브라운스톤방배,2005,2015,2,28,11650,6,97.64,"89,200",서초구
반포동,16-6,반포힐스테이트,2012,2015,3,13,11650,5,155.95,"187,000",서초구
